beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
128.0,128.0,1,0.15558319,0.28419235,0.17513527,0.17513527,0.12747215,0.32630035,0.15862915,0.24867098,-375.9926032462403,533.5,-298.1646481466802,178.4,-367.0111804934527,276.5,-203.5082719692539,157.5,-311.16917596390675,16.63715211302042,17755.80974974984,164,-149.6286339262005,42000.0,-209.61268829375632,42000.0,-360.5488218233584,42000.0,-387.60484063454516,42000.0
128.0,128.0,0,0.15927355,0.15927355,0.13792482,0.31511196,0.12212756,0.3420351,0.11123849,0.26538688,-477.77705185365846,226.2,-452.1079094630098,238.0,-387.88461818198414,273.7,-271.1949861873282,217.2,-397.2411414214952,17.8986057350412,18194.085578653612,168,-169.8931529545195,43000.0,-226.6353402336527,43000.0,-150.15316651490292,43000.0,-431.2034750564661,43000.0
128.0,128.0,2,0.12712568,0.298031,0.13254559,0.32568038,0.15459722,0.15459722,0.1291932,0.26561102,-265.93618165513783,286.0,-94.3314214203233,88.8,-287.06525743633244,141.4,-274.07367664728145,217.4,-230.35163428976875,15.936586120980792,18619.99481766438,172,-203.63481852767453,44000.0,-266.62479268569825,44000.0,-89.2085097732851,44000.0,-305.07139217640804,44000.0
128.0,128.0,2,0.16184688,0.28073344,0.13928887,0.32308665,0.19605972,0.19605972,0.16985863,0.2569433,-406.45792697499405,445.1,-285.3359401829957,171.9,-679.2971719736879,340.6,-340.2116400938561,298.3,-427.8256698063834,11.190756855998188,19059.320347009343,176,-133.5471998997,45000.0,-187.6622700368787,45000.0,-217.8993616126823,45000.0,-212.8021392469597,45000.0
128.0,128.0,0,0.18598047,0.18598047,0.1545232,0.32192475,0.14543645,0.3441625,0.15031774,0.264928,-608.9246842301266,452.6,-69.83774644963752,59.5,-543.5006037134266,370.8,-82.96688861190958,69.6,-326.307480751275,20.695667590014637,19487.757273740834,180,-102.71471631810786,46000.0,-308.88480651032097,46000.0,-265.32607283396555,46000.0,-222.80046720746313,46000.0
128.0,128.0,0,0.15559629,0.15559629,0.15683027,0.33096415,0.13417979,0.34741113,0.12417845,0.2731997,-140.97995498734844,75.3,-195.4471942448535,145.8,-221.4403455610211,131.5,-364.628287852804,284.6,-230.62394566150675,14.857937018037774,19917.370537722483,184,-247.25441320201767,47000.0,-295.8317861805675,47000.0,-259.0027947926531,47000.0,-181.9966657072106,47000.0
128.0,128.0,3,0.15514272,0.27494428,0.14910394,0.31710556,0.15103778,0.34516266,0.16787696,0.16787696,-222.66239159126462,166.1,-278.0048296234435,241.5,-239.94850842712907,182.0,-177.04944795814671,85.0,-229.416294399996,10.321241156081669,20340.74118950742,188,-131.25292709435192,48000.0,-251.50718543392296,48000.0,-369.581555766716,48000.0,-224.01976916162835,48000.0
128.0,128.0,0,0.15437533,0.15437533,0.1479233,0.31631482,0.12549508,0.3537223,0.12203848,0.26221782,-630.7553074961431,314.1,-356.86498845074976,283.4,-222.6406352866089,170.8,-307.8333945567988,243.2,-379.5235814475751,10.343427863088436,20777.102079876466,192,-178.46002777738636,49000.0,-328.48647707538487,49000.0,-290.41249136427894,49000.0,-207.80131917101494,49000.0
128.0,128.0,0,0.16282384,0.16282384,0.12998572,0.32567573,0.13707167,0.3473917,0.14296268,0.26386285,-741.1145776143088,357.0,-179.00819863278744,141.1,-247.74415422798097,446.9,-904.0594639925597,607.5,-517.9815986169092,16.73426873795688,21233.15085003432,196,-263.77268158080045,50000.0,-139.9226667113482,50000.0,-207.00237127077997,50000.0,-309.33157004584086,50000.0
128.0,128.0,1,0.15237935,0.27240828,0.18551615,0.18551615,0.12237804,0.3468719,0.14293066,0.2543089,-267.8981416045675,313.4,-225.5962469091205,138.8,-275.5646817291836,209.2,-625.4234998347065,636.3,-348.62064251939455,27.214352736016735,21682.568965476705,200,-255.4428605123882,51000.0,-214.18769877235792,51000.0,-320.8408264496759,51000.0,-370.276649759901,51000.0
128.0,128.0,1,0.13206658,0.26215065,0.18809953,0.18809953,0.112705864,0.35937533,0.12511697,0.26038218,-244.81419551766777,536.8,-264.7226117714987,171.5,-242.3240363077253,199.5,-189.820630342709,161.1,-235.4203684849002,22.35678457794711,22124.592557318974,204,-332.5379400698474,52000.0,-165.5158403952551,52000.0,-330.60820017784897,52000.0,-409.1243319018632,52000.0
128.0,128.0,2,0.15020461,0.25029746,0.16554956,0.3323297,0.155894,0.155894,0.15646388,0.25106412,-249.94057423158674,389.3,-160.21625139261943,161.6,-267.80345308598584,141.4,-332.1446093832917,350.3,-252.5262220233709,18.37480793101713,22572.105252481066,208,-390.7940143773776,53000.0,-214.07672171103582,53000.0,-183.9304228994637,53000.0,-513.8395716508445,53000.0
128.0,128.0,2,0.13592914,0.24814372,0.14904839,0.32594758,0.16756077,0.16756077,0.13273762,0.24870244,-248.65122388495206,370.4,-363.9808610962265,381.2,-379.22148502786985,172.4,-287.1398538818749,331.1,-319.7483559727308,18.04169399093371,23015.919242524076,212,-350.1866790676274,54000.0,-321.6892193208386,54000.0,-243.8923191598823,54000.0,-606.3383561010652,54000.0
128.0,128.0,0,0.13670972,0.13670972,0.1940964,0.28453833,0.17566858,0.32626122,0.201272,0.21794601,-707.0036546307431,379.8,-176.45221929367955,204.8,-236.32748083030555,139.1,-61.92109052775421,63.5,-295.4261113206206,21.32653622608632,23454.360466391896,216,-306.6035596878106,55000.0,-393.4941489275558,55000.0,-310.5104778297389,55000.0,-446.02293579706276,55000.0
128.0,128.0,2,0.16345489,0.23970227,0.1208936,0.27937886,0.19673853,0.19673853,0.104854874,0.21885805,-320.2385011302011,273.4,-365.7607855299747,386.1,-381.25377999636174,237.7,-427.4438875871212,425.7,-373.6742385609147,13.267435633926652,23901.083809655975,220,-330.44484188103485,56000.0,-429.43314653478427,56000.0,-381.63569252923094,56000.0,-451.1874095638847,56000.0
128.0,128.0,0,0.16823825,0.16823825,0.13681406,0.26122028,0.15800516,0.30801257,0.13644217,0.20577341,-205.3253045592134,115.9,-171.17708553380672,252.2,-742.6949655319734,456.5,-644.175928712278,635.8,-440.84332108431795,22.523281113011762,24354.771060004598,224,-122.66890554904862,57000.0,-331.17811228931896,57000.0,-357.25546342821855,57000.0,-434.48435175576725,57000.0
128.0,128.0,0,0.1769538,0.1769538,0.17515436,0.27465728,0.19518994,0.32746226,0.16872577,0.20709372,-538.0076967054146,291.1,-672.5554083757978,573.5,-562.2101760103767,429.1,-570.1338598113987,670.9,-585.7267852257469,25.112314097001217,24812.713430893957,228,-57.659105948456464,58000.0,-243.23047271342745,58000.0,-520.296829114565,58000.0,-318.44956362444566,58000.0
128.0,128.0,0,0.1950003,0.1950003,0.15284693,0.2756336,0.18574627,0.338167,0.14538167,0.20786163,-531.093160408969,356.3,-406.52051039904507,499.1,-217.49690076410297,210.5,-562.2349246186823,458.0,-429.3363740476998,32.458715126966126,25264.133940403233,232,-226.05142817199106,59000.0,-253.72907205783727,59000.0,-541.5464457495241,59000.0,-525.4536491043161,59000.0
128.0,128.0,1,0.19732575,0.20982698,0.2515619,0.2515619,0.094174296,0.2739715,0.073891155,0.17761123,-897.0656476355623,458.7,-163.0163392376168,118.6,-443.4599306381089,308.2,-499.58983839757184,850.3,-500.782938977215,23.349450404988602,25721.924730331055,236,-390.8973702545709,60000.0,-318.9438040028155,60000.0,-465.811551088669,60000.0,-80.52464343498809,60000.0
64.0,64.0,3,0.16443123,0.2716397,0.16614476,0.33636305,0.16223009,0.38914087,0.19515799,0.19515799,-291.70981745396136,622.3,-153.93277497098606,148.7,-245.28506932750753,295.4,-83.65516366150055,55.5,-193.64570635348886,30.424241381930187,26167.108840158442,240,-495.9363809165426,61000.0,-237.31092526986353,61000.0,-436.2641654065666,61000.0,-151.77011684094478,61000.0
64.0,64.0,3,0.12804396,0.2787445,0.16189115,0.375988,0.14675228,0.42278185,0.17422678,0.17422678,-327.24478241088383,561.7,-276.787378708609,258.4,-659.8852747375979,306.3,-119.4088849788797,69.3,-345.83158020899265,19.34223914600443,26617.64285104524,244,-533.025782703799,62000.0,-281.1689948942077,62000.0,-399.7706343428511,62000.0,-127.62066734777292,62000.0
64.0,64.0,3,0.14755692,0.2743198,0.13075088,0.38292065,0.15212797,0.4298061,0.17902875,0.17902875,-488.53505660936355,647.5,-440.6346074345929,363.6,-525.9498123332103,396.3,-402.0165643358588,170.5,-464.2840101782564,20.96316275501158,27072.404477195465,248,-577.6517921342196,63000.0,-227.38370542168877,63000.0,-247.76255158119176,63000.0,-140.6155351886783,63000.0
64.0,64.0,1,0.111873016,0.2427531,0.18499538,0.18499538,0.13560635,0.3887834,0.18853518,0.30727392,-459.77840992149396,554.9,-129.90630987738854,90.4,-355.1856231778152,215.5,-152.24955377831293,100.2,-274.27997418875265,27.741025085910223,27517.305333622964,252,-639.5512551176697,64000.0,-217.53199305015983,64000.0,-177.8968054641394,64000.0,-217.7591876573831,64000.0
64.0,64.0,1,0.111874536,0.2419389,0.1949436,0.1949436,0.16081338,0.3676635,0.13346173,0.289216,-139.07434139908395,625.0,-261.07903013441853,171.4,-125.94306796927992,86.8,-241.81131835308514,552.5,-191.97693946396691,16.676522454014048,27967.034572793054,256,-662.8624488497604,65000.0,-194.96132235812996,65000.0,-282.4033018268375,65000.0,-325.2622894110499,65000.0
32.0,32.0,2,0.11130998,0.29424763,0.20073715,0.40547925,0.18829969,0.18829969,0.1377931,0.340607,-427.5618482708069,536.3,-203.80597233382042,116.2,-272.2339967850602,144.2,-96.24351361644948,61.1,-249.96133275153423,25.164439133019187,28409.415433079703,260,-402.93182469714975,66000.0,-134.3804107109046,66000.0,-163.05394428973187,66000.0,-164.1582755192263,66000.0
32.0,32.0,3,0.107577756,0.29841265,0.18859763,0.3572243,0.15434285,0.45067266,0.1932468,0.1932468,-310.36335535790124,255.7,-127.49110690891462,69.1,-271.64024997333274,176.5,-323.89525608925004,177.6,-258.3474920823497,14.261989422957413,28846.324510235107,264,-299.82363460300314,67000.0,-238.48487526419535,67000.0,-243.7124030907543,67000.0,-179.56768583065946,67000.0
32.0,32.0,1,0.16885488,0.34024286,0.16215137,0.16215137,0.17959686,0.51943725,0.22256385,0.38274127,-534.7840797380628,432.5,-349.33987141111686,167.7,-287.359901187723,126.9,-333.96272076578657,236.2,-376.3616432756723,11.696215752977878,29290.69069761061,268,-276.1948946506559,68000.0,-164.70794957088086,68000.0,-376.96665092767023,68000.0,-278.5366785817939,68000.0
32.0,32.0,1,0.1741904,0.32555482,0.2112992,0.2112992,0.19031696,0.5434153,0.17809469,0.39921674,-621.2766804676639,744.8,-101.9447761609351,50.1,-422.8554194059335,348.4,-264.0071176971568,199.7,-352.5209984329224,16.611430060933344,29740.563656022656,272,-195.69703300670292,69000.0,-230.48557132622355,69000.0,-376.38764535774857,69000.0,-417.9398555824905,69000.0
32.0,32.0,0,0.18335274,0.18335274,0.21946234,0.43325314,0.17622271,0.52740675,0.20157343,0.349141,-122.69558476769198,63.9,-949.7215788243693,426.6,-205.26921430866417,96.9,-572.9930658109919,425.8,-462.66986092792934,23.287156392005272,30186.411590967095,276,-193.90920091267574,70000.0,-283.5362917042652,70000.0,-274.77889554501064,70000.0,-511.7584417803649,70000.0
32.0,32.0,2,0.16500087,0.38270617,0.18900494,0.47087935,0.1972055,0.1972055,0.21707124,0.39285487,-322.9056036033803,377.9,-217.84789961820826,198.3,-177.01859600182368,90.7,-742.7664696921158,562.6,-365.134642228882,17.699213685002178,30633.855117361178,280,-348.99296356466385,71000.0,-270.0742571831046,71000.0,-194.94468755540285,71000.0,-619.5838356839038,71000.0
32.0,32.0,1,0.16054596,0.31913355,0.18905605,0.18905605,0.20554791,0.518802,0.16894445,0.35858637,-649.7378292276697,710.5,-575.9887549813087,273.4,-522.4979743203548,296.4,-241.1831896823634,120.5,-497.3519370529242,21.39411596301943,31086.59633076843,284,-410.9938621628904,72000.0,-193.57024548030083,72000.0,-283.04000529644503,72000.0,-384.6810994250413,72000.0
32.0,32.0,1,0.13870053,0.30534244,0.18542425,0.18542425,0.17714898,0.52151597,0.16311368,0.36269966,-658.9272522034883,550.4,-680.4599124333105,303.7,-505.47073636736576,272.2,-250.53622212962424,226.1,-523.8485307834472,24.04201680398546,31534.51701814437,288,-499.61249013048774,73000.0,-200.53252564203598,73000.0,-187.72942306724784,73000.0,-339.00183130220415,73000.0
32.0,32.0,2,0.12301745,0.32950726,0.17632216,0.4834875,0.1857437,0.1857437,0.14995377,0.4051328,-451.98597080549996,809.3,-896.4456635822323,447.8,-523.7843090639598,249.3,-488.54522774212074,469.5,-590.1902927984532,23.417623298009858,31997.27781378012,292,-529.1940055711938,74000.0,-428.90995918387955,74000.0,-238.10743671464257,74000.0,-227.89992591784193,74000.0
32.0,32.0,2,0.18157431,0.30219308,0.17881292,0.45232525,0.18990445,0.18990445,0.17334835,0.3664549,-109.27358886786865,811.6,-316.85753397028236,257.3,-325.5883649221978,135.4,-181.73626646615793,205.3,-233.3639385566267,32.93974104500376,32447.618046558113,296,-552.1982611162967,75000.0,-490.47535074195594,75000.0,-226.97161495310723,75000.0,-322.9485597949695,75000.0
32.0,32.0,1,0.13456987,0.25918922,0.19063656,0.19063656,0.178835,0.47584417,0.16718656,0.32999286,-819.25305781051,717.3,-953.1487989108443,387.1,-527.0428001228878,372.8,-817.5819002672938,903.0,-779.256639277884,24.243619316024706,32910.89244963939,300,-355.66988868380787,76000.0,-170.47688810054035,76000.0,-394.24187527400943,76000.0,-323.28867565336,76000.0
32.0,32.0,1,0.13899606,0.25163287,0.18046486,0.18046486,0.172301,0.47339955,0.13222079,0.31803468,-866.487793206722,1000.0,-459.0063201830732,263.3,-920.4324145559725,565.3,-748.0794439844144,805.0,-748.5014929825455,36.12649320892524,33384.92096866178,304,-402.6075382954933,77000.0,-410.0594821754257,77000.0,-546.5194824971206,77000.0,-231.263789716346,77000.0
32.0,32.0,0,0.22020748,0.22020748,0.11692608,0.2752179,0.12621851,0.3507129,0.25029212,0.21678995,-997.7486674638488,617.2,-868.5245635767903,717.6,-427.5501956633951,345.9,-305.7420055938238,265.5,-649.8913580744645,46.65983491495717,33843.16604770045,308,-334.1738814340557,78000.0,-506.19611859852046,78000.0,-687.2576812093005,78000.0,-341.3776730234627,78000.0
32.0,32.0,3,0.17772427,0.2350532,0.16615015,0.3534644,0.20155172,0.42644447,0.20694467,0.20694467,-430.39058952414734,901.3,-905.7476293732773,617.8,-279.49124464164794,281.3,-383.9262887108599,252.3,-499.88893806248313,33.83483187307138,34308.38880909316,312,-363.5702055919849,79000.0,-605.5805127664366,79000.0,-761.5861389083464,79000.0,-278.63256862840234,79000.0
32.0,32.0,3,0.13561304,0.23146513,0.16094074,0.35934576,0.14593282,0.43097204,0.17705953,0.17705953,-747.459099970245,1000.0,-730.7360169353753,811.0,-196.26562887709738,374.5,-963.3365595345185,438.9,-659.4493263293091,36.6259459129069,34778.35990423779,316,-358.04547614930175,80000.0,-761.0164818564341,80000.0,-870.7458508652471,80000.0,-258.831781011451,80000.0
32.0,32.0,3,0.17364013,0.21487576,0.21255529,0.36062872,0.1889574,0.4130467,0.21413305,0.21413305,-689.0150846993116,902.3,-1226.589532465605,810.3,-715.725311993406,691.6,-1027.3743051466122,474.3,-914.6760585762337,45.96477707498707,35253.743940435,320,-358.0113543774886,81000.0,-554.9685673121359,81000.0,-770.0443105026371,81000.0,-309.30729060416473,81000.0
32.0,32.0,0,0.17854066,0.17854066,0.18589437,0.30744824,0.19959854,0.37923303,0.17609803,0.2661303,-460.76140452915007,449.6,-640.0062437903217,752.5,-563.2480789040043,906.9,-583.0345652017033,809.2,-561.7625731062949,47.47915164392907,35732.03286375152,324,-376.3433050476677,82000.0,-460.2434734305264,82000.0,-839.653840103059,82000.0,-396.0802188542596,82000.0
32.0,32.0,0,0.19787781,0.19787781,0.2266758,0.31853026,0.2044461,0.37427485,0.19638743,0.24860318,-433.5326438276479,339.0,-357.63710909975225,832.5,-495.820835593957,548.9,-532.3769088091537,656.3,-454.8418743326277,50.99219968705438,36196.083951376844,328,-455.2824489193589,83000.0,-451.14055409928596,83000.0,-578.037505858282,83000.0,-489.2531677396487,83000.0
32.0,32.0,1,0.19200501,0.17005254,0.23038682,0.23038682,0.22146878,0.33671108,0.19940558,0.22138217,-1085.987002457191,1000.0,-751.4095248767364,566.5,-1565.2392448275675,1000.0,-455.6117193456272,905.9,-964.5618728767805,39.7349361050874,36685.2337801134,332,-468.339950381658,84000.0,-342.15185192794075,84000.0,-479.3259228234393,84000.0,-534.5431388208631,84000.0
8.0,8.0,2,0.15717325,0.36256263,0.15750332,0.50989115,0.18717135,0.18717135,0.14568248,0.450825,-730.5853601518153,1000.0,-980.668814596198,710.2,-808.9671349545786,394.0,-302.0972564404416,438.0,-705.5796415357582,61.34454710793216,37155.541363053606,336,-474.1680095492287,85000.0,-459.9702154274058,85000.0,-395.4046374112096,85000.0,-441.05955053901823,85000.0
8.0,8.0,1,0.1397334,0.34880474,0.18455051,0.18455051,0.19209601,0.5378892,0.17513494,0.44349658,-634.2597382258843,917.4,-1071.8704941137917,572.9,-1199.1417753124733,642.4,-415.6453722731758,452.1,-830.2293449813312,44.04123947001062,37624.49219049548,340,-519.7455754199623,86000.0,-507.58878864045846,86000.0,-469.7808155361134,86000.0,-464.20052669859945,86000.0
8.0,8.0,1,0.13449465,0.3420537,0.20303516,0.20303516,0.17331582,0.53618777,0.21267846,0.44111487,-393.50560327085503,807.0,-1046.8585267555245,591.9,-1508.4212801429253,902.1,-785.8053727483168,855.2,-933.6476957294053,41.23701304697897,38106.721269934555,344,-402.3340139953574,87000.0,-479.79162510533797,87000.0,-494.8257778560004,87000.0,-581.8591542996713,87000.0
8.0,8.0,0,0.16581778,0.16581778,0.16168658,0.44659016,0.2084519,0.5154561,0.1601823,0.3971625,-969.8563891743404,670.1,-677.5433701324814,614.7,-1576.8102271952826,848.4,-881.3721068769722,822.6,-1026.3955233447691,55.57311896805186,38586.66230009543,348,-306.0685973699401,88000.0,-503.567648699213,88000.0,-573.4331311463211,88000.0,-519.5499280950376,88000.0
8.0,8.0,0,0.14484744,0.14484744,0.16916576,0.45235476,0.19526565,0.46332097,0.13958053,0.3679799,-1013.2079532907444,903.1,-1283.112902885492,821.3,-1168.9664506056185,612.5,-795.1218866309966,814.3,-1065.102298353213,52.608068923000246,39063.31349390454,352,-366.7290890751027,89000.0,-506.42327273480004,89000.0,-734.0201345628263,89000.0,-462.1372000624806,89000.0
8.0,8.0,0,0.14722514,0.14722514,0.16330385,0.45921046,0.17112881,0.48399583,0.12805745,0.3693543,-743.006921125709,905.7,-756.8736868419297,725.1,-1505.0306070599713,1000.0,-174.56827491524876,808.2,-794.8698724857147,49.617442144895904,39551.38287950843,356,-317.8351780144014,90000.0,-588.0953277687802,90000.0,-819.506774471996,90000.0,-519.7458264434688,90000.0
16.0,16.0,0,0.15291916,0.15291916,0.19902226,0.37798962,0.18085614,0.38689873,0.16420712,0.26131183,-506.94282625339986,803.6,-827.7534852766491,750.5,-493.07788192806277,1000.0,22.417532730675667,907.1,-451.339165181859,60.852515105041675,40036.52973714541,360,-398.3550964355548,91000.0,-558.2571769010931,91000.0,-716.8279553887621,91000.0,-463.97040940175674,91000.0
16.0,16.0,0,0.16298395,0.16298395,0.16115554,0.3615386,0.16302061,0.36213076,0.14813907,0.2264515,-1141.5651937688222,909.7,-350.92119015778945,429.4,-132.19741410178682,1000.0,-434.37361515725223,1000.0,-514.7643532964127,61.180543557042256,40525.105669402285,364,-419.5450355112821,92000.0,-650.1308579609592,92000.0,-897.6616890238134,92000.0,-466.3365737462367,92000.0
16.0,16.0,3,0.16889572,0.17307584,0.17419651,0.34344262,0.18285649,0.34529236,0.20845471,0.20845471,-690.6129766071255,1000.0,-789.4129576015387,912.0,-16.34161044685768,1000.0,-729.1562639833946,719.1,-556.3809521597291,56.732173723052256,41014.60848344606,368,-502.78306670754966,93000.0,-660.716595626477,93000.0,-956.3158444975483,93000.0,-374.5014115048795,93000.0
16.0,16.0,3,0.13525376,0.15826806,0.16442676,0.3360322,0.17469886,0.3676967,0.18017066,0.18017066,-90.24402625991858,1000.0,-986.3304610481757,1000.0,-744.4550593049626,1000.0,-1272.2400096325669,1000.0,-773.317389061406,63.38226461003069,41511.73270997929,372,-507.54917402419204,94000.0,-695.1854012174551,94000.0,-970.2814000804058,94000.0,-448.7265299485155,94000.0
16.0,16.0,0,0.20755063,0.20755063,0.08665318,0.2147858,0.11778128,0.25049487,0.17959006,0.12904853,-804.5116410538111,1000.0,-486.9797758803049,928.5,-620.4293440561612,637.9,-1105.9177528793473,901.3,-754.4596284674061,70.79889469302725,41997.953849915764,376,-457.07074289855836,95000.0,-603.1506865455847,95000.0,-890.0585913065495,95000.0,-475.7409567963638,95000.0
8.0,8.0,0,0.15737022,0.15737022,0.17269376,0.36447,0.1529396,0.4192121,0.13547364,0.24308321,-1000.2904798366919,1000.0,-342.8864731520512,819.2,-1312.9635003912363,1000.0,-68.3005829999079,905.3,-681.1102590949719,59.47730880707968,42489.74793610291,380,-495.2129511274614,96000.0,-445.0723753548517,96000.0,-925.8321491706425,96000.0,-560.1389520707523,96000.0
8.0,8.0,0,0.14078073,0.14078073,0.14611901,0.33088264,0.16270636,0.40768287,0.14081904,0.2100088,-43.76777257893009,903.2,-865.044825456225,1000.0,-725.5933606607193,1000.0,-124.40499552010692,1000.0,-439.70273855399535,65.24132510495838,42985.290790005354,384,-417.2713957505248,97000.0,-430.5940294216516,97000.0,-661.0569107093145,97000.0,-587.6957096224357,97000.0
8.0,8.0,1,0.09509088,0.21473676,0.17346136,0.17346136,0.13074744,0.4677971,0.11614631,0.27211174,-127.44060378558268,1000.0,-857.3096945209378,547.1,-1032.7122551060388,1000.0,-163.7870790681119,910.1,-545.3124081201678,68.98041074699722,43473.598170570796,388,-431.2375929644169,98000.0,-240.24682663839872,98000.0,-819.0656901323194,98000.0,-528.1661444094352,98000.0
8.0,8.0,1,0.07008621,0.19783664,0.18358587,0.18358587,0.14822179,0.42653137,0.11232565,0.28179985,-393.9410070222004,1000.0,-1463.6358469364845,909.8,-947.2310587501072,1000.0,-207.38993733382122,902.1,-753.0494625106534,58.24727614899166,43967.003331455635,392,-411.686598305563,99000.0,-260.61421598914177,99000.0,-830.0029187912658,99000.0,-468.1440307817637,99000.0
8.0,8.0,0,0.093548216,0.093548216,0.1951203,0.33505377,0.19750527,0.3337876,0.17023621,0.2206636,-514.8817253911132,1000.0,-850.1506928222074,905.5,-1000.0451528888677,1000.0,-204.87970647214337,1000.0,-642.4893193935828,67.00554974202532,44460.95636978175,396,-294.7578736533525,100000.0,-367.69280996951557,100000.0,-800.0066368276234,100000.0,-461.13308826220174,100000.0
8.0,8.0,0,0.075269125,0.075269125,0.14188603,0.2849413,0.14021304,0.30326006,0.07808377,0.22510038,162.56490158519796,1000.0,-909.6288755649264,1000.0,-793.7305901675782,1000.0,-552.4806533746197,613.4,-523.3188043804815,68.75006871996447,44948.57508191001,400,-241.1441388347977,101000.0,-590.5507584890155,101000.0,-808.8848547635633,101000.0,-486.15464768990097,101000.0
8.0,8.0,0,0.08017131,0.08017131,0.13669366,0.26938832,0.11865481,0.30032432,0.07600507,0.19841039,-213.80629419387327,1000.0,-373.4881706888615,909.5,-120.76232245959595,1000.0,-206.92849521277125,1000.0,-228.74632063877547,59.60682714194991,45449.77328251954,404,-187.34907826211517,102000.0,-564.0835634910857,102000.0,-796.6966423973556,102000.0,-392.8534346046955,102000.0
8.0,8.0,0,0.091573805,0.091573805,0.11394166,0.26538292,0.14314057,0.27341467,0.075054385,0.20132144,-14.230392120832608,944.4,116.27939666765606,1000.0,-119.4562073163581,1000.0,-224.53570641364826,1000.0,-60.485727295795726,69.8876075000735,45947.0749407605,408,-166.30032520328933,103000.0,-573.9415526365494,103000.0,-791.7246415603375,103000.0,-366.49394541176423,103000.0
8.0,8.0,0,0.088510446,0.088510446,0.12756652,0.25951904,0.13042518,0.25680503,0.0590737,0.1807735,-751.123293294304,901.0,-448.6981616061058,1000.0,293.9107683916772,1000.0,151.22730040824803,1000.0,-188.67084652512108,69.70290694199502,46440.726273559034,412,-118.46306660053787,104000.0,-544.3988588072368,104000.0,-763.5414875480368,104000.0,-354.102217031671,104000.0
8.0,8.0,0,0.096654646,0.096654646,0.13596098,0.25486845,0.09729636,0.24297906,0.07194066,0.16560093,-830.0610570572171,1000.0,-33.6714480010221,711.8,-494.7192928139067,1000.0,385.6174585773204,1000.0,-243.20858482370642,65.5884547450114,46935.58610208728,416,35.62640776745208,105000.0,-520.6940821120318,105000.0,-743.7106489944882,105000.0,-275.5887522739461,105000.0
8.0,8.0,0,0.11282643,0.11282643,0.12760891,0.25397617,0.13119996,0.24252477,0.076525025,0.16486731,-940.6335670575897,1000.0,-279.5372694200738,1000.0,-1023.2351615735708,917.4,-266.1923923927435,903.5,-627.3995976109945,66.27959127910435,47434.120813436224,420,-124.84790812272328,106000.0,-486.81892040413794,106000.0,-751.8289839095685,106000.0,-240.4109774045234,106000.0
8.0,8.0,0,0.08047189,0.08047189,0.09620863,0.23759224,0.13079144,0.30728057,0.054452285,0.13781162,-586.1523913974991,1000.0,-557.9675882052873,916.1,-642.2087516973612,718.4,39.285220006626595,1000.0,-436.7608778233802,68.0812254169723,47928.11314740847,424,-241.60118109722697,107000.0,-493.691942595417,107000.0,-818.5450388946097,107000.0,-273.547605063605,107000.0
8.0,8.0,0,0.077500716,0.077500716,0.1082508,0.237282,0.116499804,0.27625257,0.054904893,0.13003163,-20.24475821048826,1000.0,278.21818072054754,722.9,-281.11786919419563,1000.0,480.1635427331129,904.9,114.25477401224413,65.2153626109939,48421.68298625527,428,-325.173785647028,108000.0,-531.360056434461,108000.0,-686.3118258619867,108000.0,-283.6003987154495,108000.0
8.0,8.0,3,0.059479464,0.13116075,0.120033145,0.24697544,0.11058743,0.27005595,0.100340836,0.100340836,387.6855195896509,901.2,-2647.967728329912,901.3,-828.0684082124669,1000.0,-389.25991866245715,383.3,-869.4026339037963,64.21232730301563,48904.68083270651,432,-346.583029578601,109000.0,-424.66078084145937,109000.0,-506.70047138694355,109000.0,-55.69839097921947,109000.0
8.0,8.0,3,0.05274192,0.12995394,0.106308885,0.30844188,0.12037561,0.27681607,0.1204051,0.1204051,522.1686066030137,1000.0,-408.8990856890574,1000.0,-313.9655460537438,1000.0,-96.52946048879406,203.9,-74.3063714071454,56.806353515945375,49381.46452971001,436,-320.3901565978547,110000.0,-347.2093602703426,110000.0,-501.5732534287072,110000.0,-72.54606557208851,110000.0
8.0,8.0,3,0.05360121,0.12279057,0.10298584,0.27127117,0.09217667,0.2579684,0.093758546,0.093758546,436.03400804098163,1000.0,82.0568418878162,1000.0,-101.29083321626106,1000.0,-292.4145738800376,435.3,31.096360708124806,49.44246373209171,49871.25584931788,440,-311.5153592584648,111000.0,-338.0681543296361,111000.0,-538.0416368645467,111000.0,-145.90585025025297,111000.0
8.0,8.0,3,0.045357063,0.11450453,0.08942503,0.23978963,0.10087802,0.23342699,0.11005293,0.11005293,-17.89401384460972,1000.0,-0.8899720018688597,1000.0,-770.2589890411134,1000.0,-352.7375990392346,428.9,-285.4451434817066,61.14825466799084,50356.834258042974,444,-285.0390106494732,112000.0,-316.8343324322876,112000.0,-539.6162907338593,112000.0,-134.95514789075222,112000.0
